3372:NA12763.SG	CEU	darkorchid1	3
3373:NA12775.SG	CEU	darkorchid1	3
3374:NA12776.SG	CEU	darkorchid1	3
3375:NA12777.SG	CEU	darkorchid1	3
3381:NA12827.SG	CEU	darkorchid1	3
3383:NA12829.SG	CEU	darkorchid1	3
3384:NA12830.SG	CEU	darkorchid1	3
3385:NA12842.SG	CEU	darkorchid1	3
3386:NA12843.SG	CEU	darkorchid1	3
3387:NA12872.SG	CEU	darkorchid1	3
3388:NA12873.SG	CEU	darkorchid1	3
3389:NA12874.SG	CEU	darkorchid1	3
3390:NA12878.SG	CEU	darkorchid1	3
3412:NA18525.SG	CHB	green	3
3414:NA18528.SG	CHB	green	3
3416:NA18531.SG	CHB	green	3
3419:NA18534.SG	CHB	green	3
3421:NA18536.SG	CHB	green	3
3422:NA18537.SG	CHB	green	3
3425:NA18541.SG	CHB	green	3
3427:NA18543.SG	CHB	green	3
3429:NA18545.SG	CHB	green	3
3432:NA18548.SG	CHB	green	3
3434:NA18550.SG	CHB	green	3
3435:NA18552.SG	CHB	green	3
3436:NA18553.SG	CHB	green	3
3437:NA18555.SG	CHB	green	3
3439:NA18558.SG	CHB	green	3
3440:NA18559.SG	CHB	green	3
3442:NA18561.SG	CHB	green	3
3443:NA18562.SG	CHB	green	3
3444:NA18563.SG	CHB	green	3
3446:NA18565.SG	CHB	green	3
3447:NA18566.SG	CHB	green	3
3448:NA18567.SG	CHB	green	3
3449:NA18570.SG	CHB	green	3
3451:NA18572.SG	CHB	green	3
3452:NA18573.SG	CHB	green	3
3453:NA18574.SG	CHB	green	3
3454:NA18577.SG	CHB	green	3
3455:NA18579.SG	CHB	green	3
3456:NA18582.SG	CHB	green	3
3457:NA18591.SG	CHB	green	3
3458:NA18592.SG	CHB	green	3
3459:NA18593.SG	CHB	green	3
3461:NA18596.SG	CHB	green	3
3462:NA18597.SG	CHB	green	3
3465:NA18603.SG	CHB	green	3
3466:NA18605.SG	CHB	green	3
3468:NA18608.SG	CHB	green	3
3469:NA18609.SG	CHB	green	3
3470:NA18610.SG	CHB	green	3
3473:NA18613.SG	CHB	green	3
3474:NA18614.SG	CHB	green	3
3476:NA18616.SG	CHB	green	3
3477:NA18617.SG	CHB	green	3
3480:NA18620.SG	CHB	green	3
3481:NA18621.SG	CHB	green	3
3482:NA18622.SG	CHB	green	3
3483:NA18623.SG	CHB	green	3
3485:NA18625.SG	CHB	green	3
3486:NA18626.SG	CHB	green	3
3487:NA18627.SG	CHB	green	3
3488:NA18628.SG	CHB	green	3
3490:NA18630.SG	CHB	green	3
3492:NA18632.SG	CHB	green	3
3494:NA18634.SG	CHB	green	3
3496:NA18636.SG	CHB	green	3
3497:NA18637.SG	CHB	green	3
3498:NA18638.SG	CHB	green	3
3499:NA18639.SG	CHB	green	3
3501:NA18641.SG	CHB	green	3
3502:NA18642.SG	CHB	green	3
3503:NA18643.SG	CHB	green	3
3505:NA18645.SG	CHB	green	3
3506:NA18646.SG	CHB	green	3
3509:NA18740.SG	CHB	green	3
3510:NA18745.SG	CHB	green	3
3513:NA18749.SG	CHB	green	3
3514:NA18757.SG	CHB	green	3
AND:and_NC_a_02	NC	blue	16
AND:and_NC_b_11	NC	blue	16
AND:and_NC_a_01	NC_lc	dodgerblue4	16
AND:and_NC_b_09	NC_lc	dodgerblue4	16
Lam05:Lam05	PER	black	3
LAM10:LAM10	PER	black	3
LAM15:LAM15	PER	black	3
LAM20:LAM20	PER	black	3
LAM21:LAM21	PER	black	3
LAM27:LAM27	PER	black	3
LAM32:LAM32	PER	black	3
LAM33:LAM33	PER	black	3
LAM35:LAM35	PER	black	3
PIU01:PIU01	PER	black	3
PIU02:PIU02	PER	black	3
PIU04:PIU04	PER	black	3
PIU05:PIU05	PER	black	3
PIU06:PIU06	PER	black	3
PIU08:PIU08	PER	black	3
PIU11:PIU11	PER	black	3
PIU12:PIU12	PER	black	3
PIU19:PIU19	PER	black	3
PIU21:PIU21	PER	black	3
PIU24:PIU24	PER	black	3
PIU25:PIU25	PER	black	3
PIU27:PIU27	PER	black	3
PIU28:PIU28	PER	black	3
PIU35:PIU35	PER	black	3
AND:and_SH_a_01	SH	red	16
AND:and_SH_a_02	SH	red	16
3393:NA18486.SG	YRI	yellow	3
3394:NA18488.SG	YRI	yellow	3
3396:NA18498.SG	YRI	yellow	3
3399:NA18502.SG	YRI	yellow	3
3400:NA18504.SG	YRI	yellow	3
3401:NA18505.SG	YRI	yellow	3
3402:NA18507.SG	YRI	yellow	3
3403:NA18508.SG	YRI	yellow	3
3404:NA18510.SG	YRI	yellow	3
3405:NA18511.SG	YRI	yellow	3
3406:NA18516.SG	YRI	yellow	3
3408:NA18519.SG	YRI	yellow	3
3409:NA18520.SG	YRI	yellow	3
3411:NA18523.SG	YRI	yellow	3
3515:NA18853.SG	YRI	yellow	3
3517:NA18858.SG	YRI	yellow	3
3518:NA18861.SG	YRI	yellow	3
3519:NA18864.SG	YRI	yellow	3
3520:NA18865.SG	YRI	yellow	3
3521:NA18867.SG	YRI	yellow	3
3522:NA18868.SG	YRI	yellow	3
3523:NA18870.SG	YRI	yellow	3
3526:NA18874.SG	YRI	yellow	3
3527:NA18876.SG	YRI	yellow	3
3528:NA18877.SG	YRI	yellow	3
3529:NA18878.SG	YRI	yellow	3
3530:NA18879.SG	YRI	yellow	3
3533:NA18908.SG	YRI	yellow	3
3534:NA18909.SG	YRI	yellow	3
3536:NA18912.SG	YRI	yellow	3
3537:NA18915.SG	YRI	yellow	3
3541:NA18924.SG	YRI	yellow	3
3542:NA18933.SG	YRI	yellow	3
3543:NA18934.SG	YRI	yellow	3
3667:NA19093.SG	YRI	yellow	3
3670:NA19098.SG	YRI	yellow	3
3671:NA19099.SG	YRI	yellow	3
3674:NA19108.SG	YRI	yellow	3
3675:NA19113.SG	YRI	yellow	3
3676:NA19114.SG	YRI	yellow	3
3677:NA19116.SG	YRI	yellow	3
3678:NA19117.SG	YRI	yellow	3
3681:NA19121.SG	YRI	yellow	3
3682:NA19129.SG	YRI	yellow	3
3683:NA19130.SG	YRI	yellow	3
3684:NA19131.SG	YRI	yellow	3
3688:NA19143.SG	YRI	yellow	3
3692:NA19149.SG	YRI	yellow	3
3693:NA19152.SG	YRI	yellow	3
3695:NA19159.SG	YRI	yellow	3
3699:NA19175.SG	YRI	yellow	3
3700:NA19184.SG	YRI	yellow	3
3703:NA19190.SG	YRI	yellow	3
3704:NA19197.SG	YRI	yellow	3
3707:NA19201.SG	YRI	yellow	3
3709:NA19206.SG	YRI	yellow	3
3712:NA19210.SG	YRI	yellow	3
3714:NA19214.SG	YRI	yellow	3
3716:NA19223.SG	YRI	yellow	3
3717:NA19225.SG	YRI	yellow	3
3718:NA19235.SG	YRI	yellow	3
3720:NA19238.SG	YRI	yellow	3
3721:NA19239.SG	YRI	yellow	3
3723:NA19247.SG	YRI	yellow	3
3724:NA19248.SG	YRI	yellow	3
3725:NA19256.SG	YRI	yellow	3
3726:NA19257.SG	YRI	yellow	3
