3297:NA06989.SG	CEU	darkorchid1	3
3301:NA07048.SG	CEU	darkorchid1	3
3302:NA07051.SG	CEU	darkorchid1	3
3303:NA07056.SG	CEU	darkorchid1	3
3304:NA07347.SG	CEU	darkorchid1	3
3305:NA07357.SG	CEU	darkorchid1	3
3306:NA10847.SG	CEU	darkorchid1	3
3307:NA10851.SG	CEU	darkorchid1	3
3309:NA11830.SG	CEU	darkorchid1	3
3310:NA11831.SG	CEU	darkorchid1	3
3311:NA11832.SG	CEU	darkorchid1	3
3312:NA11840.SG	CEU	darkorchid1	3
3314:NA11881.SG	CEU	darkorchid1	3
3315:NA11892.SG	CEU	darkorchid1	3
3316:NA11893.SG	CEU	darkorchid1	3
3317:NA11894.SG	CEU	darkorchid1	3
3318:NA11918.SG	CEU	darkorchid1	3
3321:NA11930.SG	CEU	darkorchid1	3
3322:NA11931.SG	CEU	darkorchid1	3
3323:NA11932.SG	CEU	darkorchid1	3
3325:NA11992.SG	CEU	darkorchid1	3
3326:NA11994.SG	CEU	darkorchid1	3
3327:NA11995.SG	CEU	darkorchid1	3
3329:NA12004.SG	CEU	darkorchid1	3
3330:NA12005.SG	CEU	darkorchid1	3
3331:NA12006.SG	CEU	darkorchid1	3
3332:NA12043.SG	CEU	darkorchid1	3
3336:NA12058.SG	CEU	darkorchid1	3
3337:NA12144.SG	CEU	darkorchid1	3
3338:NA12154.SG	CEU	darkorchid1	3
3339:NA12155.SG	CEU	darkorchid1	3
3340:NA12156.SG	CEU	darkorchid1	3
3342:NA12249.SG	CEU	darkorchid1	3
3343:NA12272.SG	CEU	darkorchid1	3
3344:NA12273.SG	CEU	darkorchid1	3
3345:NA12275.SG	CEU	darkorchid1	3
3346:NA12282.SG	CEU	darkorchid1	3
3347:NA12283.SG	CEU	darkorchid1	3
3349:NA12287.SG	CEU	darkorchid1	3
3350:NA12340.SG	CEU	darkorchid1	3
3353:NA12347.SG	CEU	darkorchid1	3
3354:NA12348.SG	CEU	darkorchid1	3
3355:NA12383.SG	CEU	darkorchid1	3
3356:NA12399.SG	CEU	darkorchid1	3
3357:NA12400.SG	CEU	darkorchid1	3
3361:NA12546.SG	CEU	darkorchid1	3
3362:NA12716.SG	CEU	darkorchid1	3
3364:NA12718.SG	CEU	darkorchid1	3
3365:NA12748.SG	CEU	darkorchid1	3
3366:NA12749.SG	CEU	darkorchid1	3
3367:NA12750.SG	CEU	darkorchid1	3
3368:NA12751.SG	CEU	darkorchid1	3
3369:NA12760.SG	CEU	darkorchid1	3
3370:NA12761.SG	CEU	darkorchid1	3
